src,tgt,method,dim,seed,acc,f1,auc,acc_src,f1_src,auc_src,delta_acc,delta_f1,delta_auc
MUTAG,IMDB-MULTI,gin,16,1,0.3333333333333333,0.16666666666666666,0.47775,0.8563829787234043,0.8439834024896266,0.9434920634920635,0.523049645390071,0.6773167358229599,0.4657420634920635
ENZYMES,MUTAG,gin,16,1,0.0,0.0,0.364952380952381,0.5733333333333334,0.5715951279646889,0.8726200000000001,0.5733333333333334,0.5715951279646889,0.507667619047619
ENZYMES,ENZYMES,gin,16,1,0.5733333333333334,0.5715951279646889,0.8726200000000001,0.5733333333333334,0.5715951279646889,0.8726200000000001,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,16,1,0.0,0.0,,0.5733333333333334,0.5715951279646889,0.8726200000000001,0.5733333333333334,0.5715951279646889,
IMDB-MULTI,MUTAG,gin,16,1,0.6968085106382979,0.3918220821294107,0.6505396825396825,0.4266666666666667,0.41759492966129486,0.5980906666666667,-0.27014184397163116,0.025772847531884135,-0.05244901587301587
IMDB-MULTI,ENZYMES,gin,16,1,0.14666666666666667,0.07588320796323804,0.476,0.4266666666666667,0.41759492966129486,0.5980906666666667,0.28,0.3417117216980568,0.12209066666666668
IMDB-MULTI,IMDB-MULTI,gin,16,1,0.4266666666666667,0.41759492966129486,0.5980906666666667,0.4266666666666667,0.41759492966129486,0.5980906666666667,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,32,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,32,1,0.16666666666666666,0.047619047619047616,0.49399000000000004,1.0,1.0,1.0,0.8333333333333334,0.9523809523809523,0.50601
MUTAG,IMDB-MULTI,graph2vec,32,1,0.282,0.21754549437871953,0.4234375,1.0,1.0,1.0,0.718,0.7824545056212805,0.5765625
ENZYMES,MUTAG,graph2vec,32,1,0.005319148936170213,0.005208333333333333,0.3758730158730159,1.0,1.0,1.0,0.9946808510638298,0.9947916666666666,0.6241269841269841
ENZYMES,ENZYMES,graph2vec,32,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,32,1,0.14333333333333334,0.10153128595751547,,1.0,1.0,1.0,0.8566666666666667,0.8984687140424845,
IMDB-MULTI,MUTAG,graph2vec,32,1,0.3351063829787234,0.250996015936255,0.341968253968254,0.8646666666666667,0.8649516706122501,0.9683433333333333,0.5295602836879433,0.6139556546759951,0.6263750793650793
IMDB-MULTI,ENZYMES,graph2vec,32,1,0.165,0.04734576757532281,0.50961,0.8646666666666667,0.8649516706122501,0.9683433333333333,0.6996666666666667,0.8176059030369273,0.4587333333333333
IMDB-MULTI,IMDB-MULTI,graph2vec,32,1,0.8646666666666667,0.8649516706122501,0.9683433333333333,0.8646666666666667,0.8649516706122501,0.9683433333333333,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,32,1,0.9787234042553191,0.9757325416290177,0.9991746031746032,0.9787234042553191,0.9757325416290177,0.9991746031746032,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,32,1,0.15,0.06710734608308733,0.45942500000000003,0.9787234042553191,0.9757325416290177,0.9991746031746032,0.8287234042553191,0.9086251955459304,0.5397496031746032
MUTAG,IMDB-MULTI,netlsd,32,1,0.2866666666666667,0.22489015409369392,0.4508025,0.9787234042553191,0.9757325416290177,0.9991746031746032,0.6920567375886524,0.7508423875353237,0.5483721031746032
ENZYMES,MUTAG,netlsd,32,1,0.6276595744680851,0.19344262295081968,0.31320634920634915,1.0,1.0,1.0,0.37234042553191493,0.8065573770491803,0.6867936507936508
ENZYMES,ENZYMES,netlsd,32,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,32,1,0.308,0.12157894736842105,,1.0,1.0,1.0,0.692,0.878421052631579,
IMDB-MULTI,MUTAG,netlsd,32,1,0.32978723404255317,0.16734143049932523,0.5358730158730158,0.6806666666666666,0.677072827434948,0.8608706666666667,0.3508794326241135,0.5097313969356227,0.32499765079365084
IMDB-MULTI,ENZYMES,netlsd,32,1,0.16333333333333333,0.057817808243441904,0.4963966666666666,0.6806666666666666,0.677072827434948,0.8608706666666667,0.5173333333333333,0.619255019191506,0.3644740000000001
IMDB-MULTI,IMDB-MULTI,netlsd,32,1,0.6806666666666666,0.677072827434948,0.8608706666666667,0.6806666666666666,0.677072827434948,0.8608706666666667,0.0,0.0,0.0
MUTAG,MUTAG,gin,32,1,0.925531914893617,0.9170866935483871,0.9823492063492063,0.925531914893617,0.9170866935483871,0.9823492063492063,0.0,0.0,0.0
MUTAG,ENZYMES,gin,32,1,0.16666666666666666,0.047619047619047616,0.5,0.925531914893617,0.9170866935483871,0.9823492063492063,0.7588652482269503,0.8694676459293396,0.4823492063492063
MUTAG,IMDB-MULTI,gin,32,1,0.3413333333333333,0.20820533973029984,0.4989299999999999,0.925531914893617,0.9170866935483871,0.9823492063492063,0.5841985815602837,0.7088813538180873,0.48341920634920643
ENZYMES,MUTAG,gin,32,1,0.1702127659574468,0.1921921921921922,0.1523809523809524,0.6483333333333333,0.6461005395970877,0.9107233333333334,0.4781205673758865,0.4539083474048955,0.758342380952381
ENZYMES,ENZYMES,gin,32,1,0.6483333333333333,0.6461005395970877,0.9107233333333334,0.6483333333333333,0.6461005395970877,0.9107233333333334,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,32,1,0.19266666666666668,0.10625,,0.6483333333333333,0.6461005395970877,0.9107233333333334,0.45566666666666666,0.5398505395970877,
IMDB-MULTI,MUTAG,gin,32,1,0.13829787234042554,0.09171075837742504,0.2238730158730159,0.462,0.40685354844023386,0.644095,0.3237021276595745,0.3151427900628088,0.4202219841269841
IMDB-MULTI,ENZYMES,gin,32,1,0.17666666666666667,0.0774033069655916,0.49422000000000005,0.462,0.40685354844023386,0.644095,0.2853333333333333,0.32945024147464225,0.14987499999999992
IMDB-MULTI,IMDB-MULTI,gin,32,1,0.462,0.40685354844023386,0.644095,0.462,0.40685354844023386,0.644095,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,64,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,64,1,0.16666666666666666,0.04775549188156638,0.49700500000000003,1.0,1.0,1.0,0.8333333333333334,0.9522445081184336,0.502995
MUTAG,IMDB-MULTI,graph2vec,64,1,0.3273333333333333,0.20124003285432887,0.48565899999999995,1.0,1.0,1.0,0.6726666666666667,0.7987599671456711,0.514341
ENZYMES,MUTAG,graph2vec,64,1,0.0,0.0,0.31555555555555553,1.0,1.0,1.0,1.0,1.0,0.6844444444444444
ENZYMES,ENZYMES,graph2vec,64,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,64,1,0.03866666666666667,0.04029931085470272,,1.0,1.0,1.0,0.9613333333333334,0.9597006891452973,
IMDB-MULTI,MUTAG,graph2vec,64,1,0.3351063829787234,0.250996015936255,0.3885714285714286,0.9046666666666666,0.9041743828717218,0.9859646666666667,0.5695602836879432,0.6531783669354668,0.597393238095238
IMDB-MULTI,ENZYMES,graph2vec,64,1,0.16,0.07886641710859242,0.5033066666666667,0.9046666666666666,0.9041743828717218,0.9859646666666667,0.7446666666666666,0.8253079657631294,0.48265800000000003
IMDB-MULTI,IMDB-MULTI,graph2vec,64,1,0.9046666666666666,0.9041743828717218,0.9859646666666667,0.9046666666666666,0.9041743828717218,0.9859646666666667,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,64,1,0.9893617021276596,0.9879672299027138,0.9994285714285714,0.9893617021276596,0.9879672299027138,0.9994285714285714,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,64,1,0.155,0.07363149312834848,0.46634000000000003,0.9893617021276596,0.9879672299027138,0.9994285714285714,0.8343617021276596,0.9143357367743653,0.5330885714285714
MUTAG,IMDB-MULTI,netlsd,64,1,0.304,0.24155849743699065,0.451399,0.9893617021276596,0.9879672299027138,0.9994285714285714,0.6853617021276597,0.7464087324657231,0.5480295714285714
ENZYMES,MUTAG,netlsd,64,1,0.0,0.0,0.35638095238095235,1.0,1.0,1.0,1.0,1.0,0.6436190476190476
ENZYMES,ENZYMES,netlsd,64,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,64,1,0.21666666666666667,0.08826128241126406,,1.0,1.0,1.0,0.7833333333333333,0.9117387175887359,
IMDB-MULTI,MUTAG,netlsd,64,1,0.4627659574468085,0.30660888407367276,0.4887619047619048,0.736,0.7359559351086977,0.9055423333333333,0.2732340425531915,0.42934705103502496,0.41678042857142855
IMDB-MULTI,ENZYMES,netlsd,64,1,0.16833333333333333,0.09398803400916728,0.5042966666666667,0.736,0.7359559351086977,0.9055423333333333,0.5676666666666667,0.6419679010995305,0.4012456666666666
IMDB-MULTI,IMDB-MULTI,netlsd,64,1,0.736,0.7359559351086977,0.9055423333333333,0.736,0.7359559351086977,0.9055423333333333,0.0,0.0,0.0
MUTAG,MUTAG,gin,64,1,0.9308510638297872,0.9243788483554565,0.975111111111111,0.9308510638297872,0.9243788483554565,0.975111111111111,0.0,0.0,0.0
MUTAG,ENZYMES,gin,64,1,0.165,0.04734576757532281,0.461775,0.9308510638297872,0.9243788483554565,0.975111111111111,0.7658510638297872,0.8770330807801336,0.513336111111111
MUTAG,IMDB-MULTI,gin,64,1,0.3333333333333333,0.16666666666666666,0.43989500000000004,0.9308510638297872,0.9243788483554565,0.975111111111111,0.5975177304964538,0.7577121816887898,0.535216111111111
ENZYMES,MUTAG,gin,64,1,0.0,0.0,0.8219682539682541,0.735,0.7338597314905465,0.9438333333333334,0.735,0.7338597314905465,0.12186507936507929
ENZYMES,ENZYMES,gin,64,1,0.735,0.7338597314905465,0.9438333333333334,0.735,0.7338597314905465,0.9438333333333334,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,64,1,0.0,0.0,,0.735,0.7338597314905465,0.9438333333333334,0.735,0.7338597314905465,
IMDB-MULTI,MUTAG,gin,64,1,0.44680851063829785,0.2058823529411765,0.24774603174603174,0.5246666666666666,0.5160931873782149,0.7020693333333333,0.07785815602836876,0.31021083443703834,0.4543233015873016
IMDB-MULTI,ENZYMES,gin,64,1,0.19,0.09589022429346196,0.5274266666666666,0.5246666666666666,0.5160931873782149,0.7020693333333333,0.3346666666666666,0.4202029630847529,0.17464266666666672
IMDB-MULTI,IMDB-MULTI,gin,64,1,0.5246666666666666,0.5160931873782149,0.7020693333333333,0.5246666666666666,0.5160931873782149,0.7020693333333333,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,128,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,128,1,0.16666666666666666,0.047619047619047616,0.5,1.0,1.0,1.0,0.8333333333333334,0.9523809523809523,0.5
MUTAG,IMDB-MULTI,graph2vec,128,1,0.3333333333333333,0.17565849795782276,0.5165715,1.0,1.0,1.0,0.6666666666666667,0.8243415020421773,0.48342850000000004
ENZYMES,MUTAG,graph2vec,128,1,0.0,0.0,0.30196825396825394,1.0,1.0,1.0,1.0,1.0,0.698031746031746
ENZYMES,ENZYMES,graph2vec,128,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,128,1,0.07733333333333334,0.05477986647206054,,1.0,1.0,1.0,0.9226666666666666,0.9452201335279394,
IMDB-MULTI,MUTAG,graph2vec,128,1,0.3351063829787234,0.250996015936255,0.3005714285714286,0.9393333333333334,0.9393279036702133,0.9947653333333334,0.6042269503546099,0.6883318877339584,0.6941939047619048
IMDB-MULTI,ENZYMES,graph2vec,128,1,0.16666666666666666,0.047619047619047616,0.5045066666666667,0.9393333333333334,0.9393279036702133,0.9947653333333334,0.7726666666666667,0.8917088560511657,0.49025866666666673
IMDB-MULTI,IMDB-MULTI,graph2vec,128,1,0.9393333333333334,0.9393279036702133,0.9947653333333334,0.9393333333333334,0.9393279036702133,0.9947653333333334,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,128,1,0.9893617021276596,0.9879672299027138,0.9995555555555555,0.9893617021276596,0.9879672299027138,0.9995555555555555,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,128,1,0.16,0.07900390877792447,0.460445,0.9893617021276596,0.9879672299027138,0.9995555555555555,0.8293617021276596,0.9089633211247893,0.5391105555555555
MUTAG,IMDB-MULTI,netlsd,128,1,0.2926666666666667,0.22596579346805126,0.459728,0.9893617021276596,0.9879672299027138,0.9995555555555555,0.6966950354609929,0.7620014364346626,0.5398275555555555
ENZYMES,MUTAG,netlsd,128,1,0.2978723404255319,0.11617761217202298,0.4371428571428571,1.0,1.0,1.0,0.7021276595744681,0.8838223878279771,0.562857142857143
ENZYMES,ENZYMES,netlsd,128,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,128,1,0.20666666666666667,0.11485266547640893,,1.0,1.0,1.0,0.7933333333333333,0.8851473345235911,
IMDB-MULTI,MUTAG,netlsd,128,1,0.5957446808510638,0.356017556017556,0.5208253968253969,0.7393333333333333,0.7394520178028676,0.9096763333333334,0.14358865248226949,0.3834344617853116,0.38885093650793656
IMDB-MULTI,ENZYMES,netlsd,128,1,0.165,0.07778344611006209,0.4861333333333333,0.7393333333333333,0.7394520178028676,0.9096763333333334,0.5743333333333333,0.6616685716928056,0.4235430000000001
IMDB-MULTI,IMDB-MULTI,netlsd,128,1,0.7393333333333333,0.7394520178028676,0.9096763333333334,0.7393333333333333,0.7394520178028676,0.9096763333333334,0.0,0.0,0.0
MUTAG,MUTAG,gin,128,1,0.9574468085106383,0.9529706066291432,0.9937777777777779,0.9574468085106383,0.9529706066291432,0.9937777777777779,0.0,0.0,0.0
MUTAG,ENZYMES,gin,128,1,0.16666666666666666,0.047619047619047616,0.5025,0.9574468085106383,0.9529706066291432,0.9937777777777779,0.7907801418439717,0.9053515590100956,0.4912777777777779
MUTAG,IMDB-MULTI,gin,128,1,0.3333333333333333,0.16666666666666666,0.5,0.9574468085106383,0.9529706066291432,0.9937777777777779,0.624113475177305,0.7863039399624766,0.49377777777777787
ENZYMES,MUTAG,gin,128,1,0.0,0.0,0.5,0.8116666666666666,0.8114750034173022,0.96904,0.8116666666666666,0.8114750034173022,0.46904
ENZYMES,ENZYMES,gin,128,1,0.8116666666666666,0.8114750034173022,0.96904,0.8116666666666666,0.8114750034173022,0.96904,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,128,1,0.2793333333333333,0.22004506127212262,,0.8116666666666666,0.8114750034173022,0.96904,0.5323333333333333,0.5914299421451795,
IMDB-MULTI,MUTAG,gin,128,1,0.3351063829787234,0.250996015936255,0.5,0.484,0.4775297619047619,0.6796579999999999,0.14889361702127657,0.2265337459685069,0.17965799999999987
IMDB-MULTI,ENZYMES,gin,128,1,0.16666666666666666,0.047619047619047616,0.49933333333333335,0.484,0.4775297619047619,0.6796579999999999,0.31733333333333336,0.42991071428571426,0.18032466666666652
IMDB-MULTI,IMDB-MULTI,gin,128,1,0.484,0.4775297619047619,0.6796579999999999,0.484,0.4775297619047619,0.6796579999999999,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,256,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,256,1,0.17333333333333334,0.06051523585242275,0.5120800000000001,1.0,1.0,1.0,0.8266666666666667,0.9394847641475772,0.4879199999999999
MUTAG,IMDB-MULTI,graph2vec,256,1,0.336,0.18312884383595515,0.5380915,1.0,1.0,1.0,0.6639999999999999,0.8168711561640448,0.46190850000000006
ENZYMES,MUTAG,graph2vec,256,1,0.0,0.0,0.3462857142857143,1.0,1.0,1.0,1.0,1.0,0.6537142857142857
ENZYMES,ENZYMES,graph2vec,256,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,256,1,0.006,0.0058420958374907255,,1.0,1.0,1.0,0.994,0.9941579041625093,
IMDB-MULTI,MUTAG,graph2vec,256,1,0.3351063829787234,0.250996015936255,0.2924444444444445,0.8946666666666667,0.895447341215348,0.9802733333333332,0.5595602836879433,0.644451325279093,0.6878288888888887
IMDB-MULTI,ENZYMES,graph2vec,256,1,0.16666666666666666,0.047619047619047616,0.50828,0.8946666666666667,0.895447341215348,0.9802733333333332,0.7280000000000001,0.8478282935963004,0.47199333333333326
IMDB-MULTI,IMDB-MULTI,graph2vec,256,1,0.8946666666666667,0.895447341215348,0.9802733333333332,0.8946666666666667,0.895447341215348,0.9802733333333332,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,256,1,0.9095744680851063,0.9004206262657735,0.9639365079365079,0.9095744680851063,0.9004206262657735,0.9639365079365079,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,256,1,0.165,0.04741379310344828,0.43006999999999995,0.9095744680851063,0.9004206262657735,0.9639365079365079,0.7445744680851063,0.8530068331623252,0.5338665079365079
MUTAG,IMDB-MULTI,netlsd,256,1,0.3333333333333333,0.16666666666666666,0.441635,0.9095744680851063,0.9004206262657735,0.9639365079365079,0.5762411347517731,0.7337539595991068,0.5223015079365079
ENZYMES,MUTAG,netlsd,256,1,0.12234042553191489,0.05897435897435897,0.18641269841269845,0.3283333333333333,0.306960728583783,0.7096366666666668,0.20599290780141843,0.247986369609424,0.5232239682539683
ENZYMES,ENZYMES,netlsd,256,1,0.3283333333333333,0.306960728583783,0.7096366666666668,0.3283333333333333,0.306960728583783,0.7096366666666668,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,256,1,0.326,0.146375847852108,,0.3283333333333333,0.306960728583783,0.7096366666666668,0.0023333333333332984,0.16058488073167498,
IMDB-MULTI,MUTAG,netlsd,256,1,0.6223404255319149,0.6034815672994089,0.5737777777777778,0.43733333333333335,0.4125611297282652,0.6429696666666667,-0.18500709219858158,-0.19092043757114374,0.06919188888888883
IMDB-MULTI,ENZYMES,netlsd,256,1,0.155,0.056459191787753917,0.5204766666666667,0.43733333333333335,0.4125611297282652,0.6429696666666667,0.2823333333333333,0.35610193794051126,0.12249299999999996
IMDB-MULTI,IMDB-MULTI,netlsd,256,1,0.43733333333333335,0.4125611297282652,0.6429696666666667,0.43733333333333335,0.4125611297282652,0.6429696666666667,0.0,0.0,0.0
MUTAG,MUTAG,gin,256,1,0.973404255319149,0.9704986975488812,0.9975873015873016,0.973404255319149,0.9704986975488812,0.9975873015873016,0.0,0.0,0.0
MUTAG,ENZYMES,gin,256,1,0.16666666666666666,0.047619047619047616,0.502015,0.973404255319149,0.9704986975488812,0.9975873015873016,0.8067375886524824,0.9228796499298335,0.4955723015873016
MUTAG,IMDB-MULTI,gin,256,1,0.3333333333333333,0.16666666666666666,0.5,0.973404255319149,0.9704986975488812,0.9975873015873016,0.6400709219858156,0.8038320308822146,0.4975873015873016
ENZYMES,MUTAG,gin,256,1,0.0,0.0,0.5,0.975,0.9750240876483959,0.9995766666666666,0.975,0.9750240876483959,0.49957666666666656
ENZYMES,ENZYMES,gin,256,1,0.975,0.9750240876483959,0.9995766666666666,0.975,0.9750240876483959,0.9995766666666666,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,256,1,0.0,0.0,,0.975,0.9750240876483959,0.9995766666666666,0.975,0.9750240876483959,
IMDB-MULTI,MUTAG,gin,256,1,0.07446808510638298,0.0521415270018622,0.5,0.5026666666666667,0.4880930308345052,0.6693123333333334,0.42819858156028373,0.43595150383264303,0.1693123333333334
IMDB-MULTI,ENZYMES,gin,256,1,0.16166666666666665,0.07154671108383741,0.4894133333333333,0.5026666666666667,0.4880930308345052,0.6693123333333334,0.3410000000000001,0.4165463197506678,0.1798990000000001
IMDB-MULTI,IMDB-MULTI,gin,256,1,0.5026666666666667,0.4880930308345052,0.6693123333333334,0.5026666666666667,0.4880930308345052,0.6693123333333334,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,16,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,16,2,0.16666666666666666,0.047619047619047616,0.5,1.0,1.0,1.0,0.8333333333333334,0.9523809523809523,0.5
MUTAG,IMDB-MULTI,graph2vec,16,2,0.3253333333333333,0.2599341705420004,0.468951,1.0,1.0,1.0,0.6746666666666667,0.7400658294579996,0.531049
ENZYMES,MUTAG,graph2vec,16,2,0.005319148936170213,0.0031496062992125984,0.39949206349206345,0.865,0.8649161723029222,0.98216,0.8596808510638297,0.8617665660037096,0.5826679365079366
ENZYMES,ENZYMES,graph2vec,16,2,0.865,0.8649161723029222,0.98216,0.865,0.8649161723029222,0.98216,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,16,2,0.116,0.07700771068222818,,0.865,0.8649161723029222,0.98216,0.749,0.787908461620694,
IMDB-MULTI,MUTAG,graph2vec,16,2,0.2925531914893617,0.15406162464985995,0.42069841269841274,0.7026666666666667,0.7018614264842805,0.8829600000000001,0.41011347517730495,0.5477998018344206,0.46226158730158734
IMDB-MULTI,ENZYMES,graph2vec,16,2,0.17166666666666666,0.06822145913389475,0.5183533333333333,0.7026666666666667,0.7018614264842805,0.8829600000000001,0.531,0.6336399673503857,0.36460666666666675
IMDB-MULTI,IMDB-MULTI,graph2vec,16,2,0.7026666666666667,0.7018614264842805,0.8829600000000001,0.7026666666666667,0.7018614264842805,0.8829600000000001,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,16,2,0.9680851063829787,0.9635988124435265,0.9977777777777778,0.9680851063829787,0.9635988124435265,0.9977777777777778,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,16,2,0.13666666666666666,0.06707116623451831,0.40647,0.9680851063829787,0.9635988124435265,0.9977777777777778,0.831418439716312,0.8965276462090082,0.5913077777777778
MUTAG,IMDB-MULTI,netlsd,16,2,0.2886666666666667,0.2257582641499043,0.4597115,0.9680851063829787,0.9635988124435265,0.9977777777777778,0.6794184397163121,0.7378405482936222,0.5380662777777778
ENZYMES,MUTAG,netlsd,16,2,0.3404255319148936,0.1650088028169014,0.34869841269841273,0.9333333333333333,0.9333036352788918,0.9952333333333333,0.5929078014184397,0.7682948324619905,0.6465349206349206
ENZYMES,ENZYMES,netlsd,16,2,0.9333333333333333,0.9333036352788918,0.9952333333333333,0.9333333333333333,0.9333036352788918,0.9952333333333333,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,16,2,0.306,0.1003276035662249,,0.9333333333333333,0.9333036352788918,0.9952333333333333,0.6273333333333333,0.8329760317126669,
IMDB-MULTI,MUTAG,netlsd,16,2,0.3617021276595745,0.26547311000769286,0.6403809523809524,0.6206666666666667,0.614600202593313,0.8082736666666667,0.2589645390070922,0.3491270925856202,0.16789271428571428
IMDB-MULTI,ENZYMES,netlsd,16,2,0.15,0.07459193601408243,0.46765999999999996,0.6206666666666667,0.614600202593313,0.8082736666666667,0.4706666666666667,0.5400082665792306,0.3406136666666667
IMDB-MULTI,IMDB-MULTI,netlsd,16,2,0.6206666666666667,0.614600202593313,0.8082736666666667,0.6206666666666667,0.614600202593313,0.8082736666666667,0.0,0.0,0.0
MUTAG,MUTAG,gin,16,2,0.925531914893617,0.9176985616010007,0.9819682539682539,0.925531914893617,0.9176985616010007,0.9819682539682539,0.0,0.0,0.0
MUTAG,ENZYMES,gin,16,2,0.17,0.07056471407277823,0.51102,0.925531914893617,0.9176985616010007,0.9819682539682539,0.7555319148936169,0.8471338475282225,0.4709482539682539
MUTAG,IMDB-MULTI,gin,16,2,0.3333333333333333,0.16666666666666666,0.5002359999999999,0.925531914893617,0.9176985616010007,0.9819682539682539,0.5921985815602837,0.7510318949343341,0.48173225396825403
ENZYMES,MUTAG,gin,16,2,0.0,0.0,0.48412698412698413,0.605,0.6022050048593909,0.8835133333333335,0.605,0.6022050048593909,0.39938634920634936
ENZYMES,ENZYMES,gin,16,2,0.605,0.6022050048593909,0.8835133333333335,0.605,0.6022050048593909,0.8835133333333335,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,16,2,0.3333333333333333,0.16666666666666666,,0.605,0.6022050048593909,0.8835133333333335,0.27166666666666667,0.43553833819272425,
IMDB-MULTI,MUTAG,gin,16,2,0.3351063829787234,0.250996015936255,0.6646349206349207,0.346,0.19713617765549274,0.5110173333333333,0.010893617021276558,-0.05385983828076224,-0.15361758730158737
IMDB-MULTI,ENZYMES,gin,16,2,0.17166666666666666,0.060033540284021976,0.5057466666666667,0.346,0.19713617765549274,0.5110173333333333,0.1743333333333333,0.13710263737147077,0.005270666666666646
IMDB-MULTI,IMDB-MULTI,gin,16,2,0.346,0.19713617765549274,0.5110173333333333,0.346,0.19713617765549274,0.5110173333333333,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,32,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,32,2,0.17333333333333334,0.06043039086517347,0.52101,1.0,1.0,1.0,0.8266666666666667,0.9395696091348266,0.47899
MUTAG,IMDB-MULTI,graph2vec,32,2,0.33266666666666667,0.26616046803746485,0.49291,1.0,1.0,1.0,0.6673333333333333,0.7338395319625352,0.50709
ENZYMES,MUTAG,graph2vec,32,2,0.02127659574468085,0.014904909332153915,0.36609523809523814,1.0,1.0,1.0,0.9787234042553191,0.9850950906678461,0.6339047619047619
ENZYMES,ENZYMES,graph2vec,32,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,32,2,0.07733333333333334,0.05637874055058206,,1.0,1.0,1.0,0.9226666666666666,0.943621259449418,
IMDB-MULTI,MUTAG,graph2vec,32,2,0.3351063829787234,0.250996015936255,0.3368888888888889,0.858,0.8580651072646387,0.966238,0.5228936170212766,0.6070690913283837,0.6293491111111111
IMDB-MULTI,ENZYMES,graph2vec,32,2,0.165,0.05045681063122923,0.50299,0.858,0.8580651072646387,0.966238,0.693,0.8076082966334095,0.463248
IMDB-MULTI,IMDB-MULTI,graph2vec,32,2,0.858,0.8580651072646387,0.966238,0.858,0.8580651072646387,0.966238,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,32,2,0.9787234042553191,0.9757325416290177,0.9991746031746032,0.9787234042553191,0.9757325416290177,0.9991746031746032,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,32,2,0.15,0.06742983960042336,0.46089500000000005,0.9787234042553191,0.9757325416290177,0.9991746031746032,0.8287234042553191,0.9083027020285943,0.5382796031746031
MUTAG,IMDB-MULTI,netlsd,32,2,0.2826666666666667,0.22782282386338845,0.4565554999999999,0.9787234042553191,0.9757325416290177,0.9991746031746032,0.6960567375886524,0.7479097177656292,0.5426191031746033
ENZYMES,MUTAG,netlsd,32,2,0.005319148936170213,0.0078125,0.1808888888888889,1.0,1.0,1.0,0.9946808510638298,0.9921875,0.8191111111111111
ENZYMES,ENZYMES,netlsd,32,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,32,2,0.0013333333333333333,0.001325381047051027,,1.0,1.0,1.0,0.9986666666666667,0.998674618952949,
IMDB-MULTI,MUTAG,netlsd,32,2,0.35106382978723405,0.22656804134157463,0.535047619047619,0.6766666666666666,0.6730278117011449,0.8605959999999998,0.3256028368794326,0.4464597703595703,0.3255483809523808
IMDB-MULTI,ENZYMES,netlsd,32,2,0.17166666666666666,0.08988773288421126,0.5038333333333332,0.6766666666666666,0.6730278117011449,0.8605959999999998,0.505,0.5831400788169336,0.35676266666666656
